Doc ID,Reception ID,CPV CODE,Notice Status,Country ISO,TOWN ISO,Project Name,Title,Notice publication number,Publication date,OJ S issue number,Town/city of the buyer,Official name of the buyer,Original language,Country of the buyer,Type of buyer,EU institution/agency,Document sent,Type of contract,Type of procedure,Notice type,Regulation,Type of bid,Award criteria,Common procurement vocabulary (CPV),Place of performance (NUTS),Internet address (URL),Legal basis,Deadline Date,latitude,longitude,"(0, 'Document_id_1')",Publication_Date_1,Deadline_1,Document_1,Authority_Name_1,"(0, 'Document_id_2')",Publication_Date_2,Deadline_2,Document_2,Authority_Name_2,"(0, 'Document_id_3')",Publication_Date_3,Deadline_3,Description,Postal Code,Email,Amount,Currency,Og Notice No,Document_3,Authority_Name_3,"(0, 'Document_id_4')",Publication_Date_4,Deadline_4,Document_4,Authority_Name_4,"(0, 'Document_id_5')",Publication_Date_5,Deadline_5
421462-2021,21-432842-001,79400000,Active,United Kingdom,Belfast,Business and management consultancy and related services,United Kingdom-Belfast: Business and management consultancy and related services,421462-2021,18/08/2021,159,BELFAST,Translink,EN,UK,4 - Utilities entity,-,13/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,79400000 - Business and management consultancy and related services,UKN,https://etendersni.gov.uk/epps,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",,54.5964411,-5.9302761,190958-2019,23/04/2019,06/05/2019,3 - Contract notice,Translink,421462-2021,18/08/2021,,,,,,,,,,,,,,,,,,,,,,
421461-2021,21-434128-001,31711131,Active,United Kingdom,Bristol,Electrical resistors,United Kingdom-Bristol: Electrical resistors,421461-2021,18/08/2021,159,BRISTOL,Western Power Distribution,EN,UK,4 - Utilities entity,-,13/08/2021,2 - Supplies,4 - Negotiated procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,31711131 - Electrical resistors,UK,www.westernpower.co.uk,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",,51.4538022,-2.5972985,62577-2017,17/02/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
421460-2021,21-433112-001,4211230012,Active,United Kingdom,Leeds,Gas turbines,United Kingdom-Leeds: Gas turbines,421460-2021,18/08/2021,159,LEEDS,EP UK Investments Ltd on behalf of EP Kilroot Ltd (09255154),EN,UK,4 - Utilities entity,-,13/08/2021,2 - Supplies,4 - Negotiated procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"42112400 - Turbine equipment50324100 - System maintenance services50324200 - Preventive maintenance services51111000 - Installation services of electric motors, generators and transformers51100000 - Installation services of electrical and mechanical equipment31124000 - Steam-turbine generator and related apparatus42113000 - Parts of turbines51133000 - Installation services of turbines45315200 - Turbine works42112000 - Turbine installations42113100 - Parts of steam turbines51133100 - Installation services of gas turbines42112100 - Steam turbines42110000 - Turbines and motors42113300 - Parts of gas turbines51130000 - Installation services of steam generators, turbines, compressors and burners42112300 - Gas turbines",UKN0D,www.epuki.co.uk,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",,53.7974185,-1.5437941,265895-2020,08/06/2020,06/07/2020,3 - Contract notice,EP UK Investments Ltd on behalf of EP Kilroot Ltd (09255154),421460-2021,18/08/2021,,,,,,,,,,,,,,,,,,,,,,
421459-2021,21-434331-001,50117000,Active,United Kingdom,East Sussex,Vehicle conversion and reconditioning services,United Kingdom-East Sussex: Vehicle conversion and reconditioning services,421459-2021,18/08/2021,159,EAST SUSSEX,Office of the Sussex Police & Crime Commissioner (N/A),EN,UK,6 - Body governed by public law,-,13/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,50117000 - Vehicle conversion and reconditioning services50117100 - Motor vehicle conversion services31612310 - Blinkers31620000 - Sound or visual signalling apparatus31612300 - Electrical signalling equipment for engines,UK,https://www.sussex-pcc.gov.uk/,Public procurement Directive 2014/24/EU,,50.9404266,0.3699977891068864,506371-2020,23/10/2020,25/11/2020,3 - Contract notice,Office of the Sussex Police and Crime Commissioner (N/A),421459-2021,18/08/2021,,,,,,,"The Authority is seeking to appoint suitably qualified Contractors to a frameworkfor the provision of Vehicle Conversion services.The framework is split into 7 lots, as follows:Lot 1 Supply, Supply and Installation, Installation, Refurbishment orRemoval / Disposal of Public Warning Equipment including control equipment,lighting, sound and PA systems.Lot 2 Supply, Supply and Application or Removal of LiveryLot 3 Supply, Supply and Installation, Installation or Removal / Disposal ofspecialist Vehicle borne equipment.Lot 4 Provision of a mobile installation service and / or a fully equipped,temporary workshop(s).Lot 5 Design, Build and / or Convert Motorcycles or ATV’s.Lot 6 Design, Build and / or Convert Vehicles (up to 7.5 tonnes), excludingmotorcycles or ATV’s.Lot 7 Design, Build and / or Convert Vehicles (over 7.5 tonnes)Further details on each of the above lots may be found in the Specification ofService within the Tender Documents.",BN7 2FZ,Rob.McCarthy@surrey.pnn.police.uk,60000000.00,GBP,GBP,,,,,,,,,,
421458-2021,21-434414-001,60000000,Active,United Kingdom,Croydon,Transport services (excl. Waste transport),United Kingdom-Croydon: Transport services (excl. Waste transport),421458-2021,18/08/2021,159,CROYDON,Croydon Council,EN,UK,3 - Regional or local authority,-,13/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,60000000 - Transport services (excl. Waste transport),UKI62,http://www.croydon.gov.uk,Public procurement Directive 2014/24/EU,,51.3713049,-0.101957,16829-2020,14/01/2020,12/02/2020,3 - Contract notice,Croydon Council,421458-2021,18/08/2021,,,,,,,"Croydon Council intend to procure a contractor to deliver a 3 year contract with an option to extend for a further 1+1+1 years for the supply of 1 diesel vehicle and 22 Plug-in Hybrid Electric Vehicles (PHEV ) for hire (i.e. pool cars). The council will require sole use of the vehicles between the hours of 8:00 – 18:00, with the rest of this time being open for public use, one vehicle to be available 24/7 for council use. The current service is comprised of 23 pool cars for just under 400 employees (who are currently members of the scheme). There are 4765 pool car service members within the borough of Croydon currently active with a car club account as of May 2019. Utilisation sits between 80% and 95% since 2015 with the average for 2019 as 85.6%. There are 23 vehicles in total. 22 for council staff during the hours of 8am to 6pm and 1 vehicle provided for 24/7. The Council are looking for 1 diesel vehicle and 22 PHEVs for the Pool Car service with the option to switch in fully electric cars in the future.",CR0 1EA,tiana.young@croydon.gov.uk,1242000,GBP,GBP,,,,,,,,,,
421457-2021,21-434178-001,79200000,Active,United Kingdom,Manchester,"Accounting, auditing and fiscal services","United Kingdom-Manchester: Accounting, auditing and fiscal services",421457-2021,18/08/2021,159,MANCHESTER,NWUPC Ltd,EN,UK,8 - Other,-,13/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"79211000 - Accounting services79200000 - Accounting, auditing and fiscal services79212100 - Financial auditing services79221000 - Tax consultancy services79210000 - Accounting and auditing services79212200 - Internal audit services79212500 - Accounting review services66600000 - Treasury services",UK,www.nwupc.ac.uk,Public procurement Directive 2014/24/EU,,53.4794892,-2.2451148,175568-2019,15/04/2019,17/05/2019,3 - Contract notice,NWUPC Ltd,619137-2019,27/12/2019,,,,,,,"The NWUPC is seeking to establish a multi-provider Framework Agreement on behalf of the members of NWUPC, NEUPC, LUPC, SUPC and HEPCW for Financial Services. This Framework Agreement will commence on 1st August 2019 for an initial period of 24 months until 31st July 2021 with the option to extend the Agreement for 12 months until 31st July 2022 and a further 12 months until 31st July 2023 subject to satisfactory Economic Operator performance. https://www.nwupc.ac.uk/our-members http://www.hepcw.ac.uk/files/2016/01/HEPCW-Members1.pdf https://www.lupc.ac.uk/member-list http://www.neupc.ac.uk/our-members https://www.supc.ac.uk/about-us/our-members/our-members",M1 3HZ,natasha.peacock@nwupc.ac.uk,150000000.00,GBP,GBP,,,,,,,,,,
421456-2021,21-433460-001,71314300,Active,United Kingdom,Worcester,Energy-efficiency consultancy services,United Kingdom-Worcester: Energy-efficiency consultancy services,421456-2021,18/08/2021,159,WORCESTER,Sanctuary Housing Association (19059R),EN,UK,6 - Body governed by public law,-,13/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,71314300 - Energy-efficiency consultancy services,UKCUKDUKEUKFUKGUKHUKIUKJUKKUKLUKM,http://www.sanctuary-group.co.uk,Public procurement Directive 2014/24/EU,,52.1911849,-2.2206585,568435-2020,25/11/2020,23/12/2020,3 - Contract notice,Sanctuary Housing Association (19059R),421456-2021,18/08/2021,,,,,,,Energy Performance Certificates (EPC's) and Associated Services,WR1 3ZQ,zoe.sibley@sanctuary-housing.co.uk,675000,GBP,GBP,,,,,,,,,,
421453-2021,21-434317-001,32321300,Active,United Kingdom,Belfast,Audio-visual materials,United Kingdom-Belfast: Audio-visual materials,421453-2021,18/08/2021,159,BELFAST,Education Authority NI,EN,UK,6 - Body governed by public law,-,13/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,32321300 - Audio-visual materials92511000 - Library services30234300 - Compact disks (CDs),UKNUKN0,https://etendersni.gov.uk/epps,Public procurement Directive 2014/24/EU,,54.5964411,-5.9302761,573864-2020,27/11/2020,18/01/2021,3 - Contract notice,Education Authority,421453-2021,18/08/2021,,,,,,,"BSP-20-019 - PRE-SERVICED AUDIO MATERIALS (CD'S - SPOKEN WORD, LANGUAGE COURSES) STANDING LIST FOR LIBRARIES NI for the period 1 April 2021 to 31 March 2025",BT1 2NQ,educationresource.procure@eani.org.uk,1500000.00,GBP,GBP,,,,,,,,,,
421452-2021,21-433495-001,48000000,Active,United Kingdom,Lochgilphead,Software package and information systems,United Kingdom-Lochgilphead: Software package and information systems,421452-2021,18/08/2021,159,LOCHGILPHEAD,Argyll and Bute Council,EN,UK,3 - Regional or local authority,-,13/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,48000000 - Software package and information systems48445000 - Customer Relation Management software package,UKM,http://www.argyll-bute.gov.uk,Public procurement Directive 2014/24/EU,,56.0375069,-5.433147,634177-2020,24/12/2020,29/01/2021,3 - Contract notice,Argyll and Bute Council,421452-2021,18/08/2021,,,,,,,"The project will cover the replacement of the existing leisure management system with a modern solution intended to delight end users while also providing management with key performance indicators through extensive reporting. The system should provide a modern POS software solution that will enable local cash and card payments for PAYG customers and light retail use. Solution should be able to accept bulk transfer of existing user data.A secure Administrative Portal should provide a range of administrative roles with relevant, configurable permissions for users across the facilities operated by Live Argyll.Facility staff can use the portal to view and manage bookings, memberships and communicate effectively with members.",PA31 8RT,emma.graham@argyll-bute.gov.uk,199700,GBP,GBP,,,,,,,,,,
421450-2021,21-433937-001,45200000,Active,United Kingdom,Birmingham,Works for complete or part construction and civil engineering work,United Kingdom-Birmingham: Works for complete or part construction and civil engineering work,421450-2021,18/08/2021,159,BIRMINGHAM,Highways England Company Limited,EN,UK,N - National or federal Agency/Office,-,13/08/2021,1 - Works,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45200000 - Works for complete or part construction and civil engineering work,UK,https://www.highwaysengland.co.uk,Public procurement Directive 2014/24/EU,,52.4796992,-1.9026911,352987-2020,27/07/2020,,,,,,,,,,,,Highways England is seeking to appoint Contractors to deliver intrusive Pavement surveys. Further details can be found in the Information Memorandum. ,B1 1RN,emma.townend@highwaysengland.co.uk,24000000.00,GBP,GBP,,,,,,,,,,
419314-2021,21-432025-001,85142300,Active,United Kingdom,Belfast,Hygiene services,United Kingdom-Belfast: Hygiene services,419314-2021,17/08/2021,158,BELFAST,Translink,EN,UK,4 - Utilities entity,-,12/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,85142300 - Hygiene services90900000 - Cleaning and sanitation services,UKN,https://etendersni.gov.uk/epps,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",,54.5964411,-5.9302761,401484-2019,26/08/2019,20/09/2019,3 - Contract notice,Translink,419314-2021,17/08/2021,,,,,,,,,,,,,,,,,,,,,,
419313-2021,21-432012-001,50220000,Active,United Kingdom,Belfast,"Repair, maintenance and associated services related to railways and other equipment","United Kingdom-Belfast: Repair, maintenance and associated services related to railways and other equipment",419313-2021,17/08/2021,158,BELFAST,Translink,EN,UK,4 - Utilities entity,-,12/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,"50220000 - Repair, maintenance and associated services related to railways and other equipment",UKNUKN0,https://etendersni.gov.uk/epps,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",,54.5964411,-5.9302761,587087-2020,04/12/2020,04/02/2021,3 - Contract notice,Translink,419313-2021,17/08/2021,,,,,,,,,,,,,,,,,,,,,,
419312-2021,21-430529-001,34350000,Active,United Kingdom,Belfast,Tyres for heavy/light-duty vehicles,United Kingdom-Belfast: Tyres for heavy/light-duty vehicles,419312-2021,17/08/2021,158,BELFAST,Translink,EN,UK,4 - Utilities entity,-,12/08/2021,2 - Supplies,4 - Negotiated procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,34352000 - Heavy-duty tyres34352100 - Tyres for trucks34350000 - Tyres for heavy/light-duty vehicles,UKN,https://etendersni.gov.uk/epps,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",,54.5964411,-5.9302761,615813-2020,18/12/2020,18/01/2021,3 - Contract notice,Translink,419312-2021,17/08/2021,,,,,,,,,,,,,,,,,,,,,,
419311-2021,21-431769-001,79993100,Active,United Kingdom,Durham,Facilities management services,United Kingdom-Durham: Facilities management services,419311-2021,17/08/2021,158,DURHAM,Durham County Council,EN,UK,3 - Regional or local authority,-,12/08/2021,4 - Services,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,79993100 - Facilities management services,UKC,http://www.durham.gov.uk,Public procurement Directive 2014/24/EU,,54.666667,-1.75,26255-2020,20/01/2020,18/02/2020,3 - Contract notice,Durham County Council,42881-2020,28/01/2020,18/02/2020,2 - Additional information,Durham County Council,419311-2021,17/08/2021,,"Framework for Maintenance, Service and Repair of HVAC Systems. PLEASE NOTE TENDER DOCUMENTS CAN BE DWONLOADED AT WWW.NEPO.ORG USING REFERENCE DN458074. PLEASE DO NOT CONTACT THE BUYER DIRECTLY",DH1 5UL,steven.saville@durham.gov.uk,360000.00,GBP,GBP,,,,,,,,,,
419310-2021,21-431136-001,79340000,Active,United Kingdom,Southampton,Advertising and marketing services,United Kingdom-Southampton: Advertising and marketing services,419310-2021,17/08/2021,158,SOUTHAMPTON,Ordnance Survey Ltd (08428703),EN,UK,6 - Body governed by public law,-,12/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,79340000 - Advertising and marketing services,UK,https://www.ordnancesurvey.co.uk,Public procurement Directive 2014/24/EU,,50.9025349,-1.404189,500582-2020,21/10/2020,16/11/2020,3 - Contract notice,Ordnance Survey Ltd,419310-2021,17/08/2021,,,,,,,"As part of OS’ ongoing growth plans, we have ambitious plans to take OS Maps international, using in-country mapping data, to bring this service to users around the world. In order to successfully launch OS Maps globally, we require a first-class digital marketing partner, with clear and specific app marketing experience and capability, to work with us on a global basis.",SO16 0AS,steve.douch@os.uk,3000000,GBP,GBP,,,,,,,,,,
419309-2021,21-431133-001,72212911,Active,United Kingdom,Southampton,Computer game software development services,United Kingdom-Southampton: Computer game software development services,419309-2021,17/08/2021,158,SOUTHAMPTON,Ordnance Survey Ltd (04195538),EN,UK,6 - Body governed by public law,-,12/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,72212911 - Computer game software development services,UK,https://www.ordnancesurvey.co.uk,Public procurement Directive 2014/24/EU,,50.9025349,-1.404189,500594-2020,21/10/2020,16/11/2020,3 - Contract notice,Ordnance Survey Ltd,419309-2021,17/08/2021,,,,,,,We seek tenders from organisations with strong game development experience to help us deliver our new gaming app through:•Game development•Game deployment•Support and maintenance of the live game•LiveOps for the live game,SO16 0AS,steve.douch@os.uk,6000000,GBP,GBP,,,,,,,,,,
419308-2021,21-430553-001,98000000,Active,United Kingdom,Enfield,"Other community, social and personal services","United Kingdom-Enfield: Other community, social and personal services",419308-2021,17/08/2021,158,ENFIELD,London Borough of Enfield,EN,UK,3 - Regional or local authority,-,12/08/2021,4 - Services,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"98000000 - Other community, social and personal services",UK,http://www.enfield.gov.uk/,Public procurement Directive 2014/24/EU,,53.4308358,-2.9609095414165294,563045-2020,23/11/2020,18/12/2020,3 - Contract notice,London Borough of Enfield,419308-2021,17/08/2021,,,,,,,To support people with various health conditions who do not meet the thresholds for specialist statutory support and to enable them improve their health and wellbeing and manage their conditions themselves.,EN1 3XA,mekonnen.gutta@enfield.gov.uk,683111,GBP,GBP,,,,,,,,,,
419306-2021,21-432134-001,45200000,Active,United Kingdom,Birmingham,Works for complete or part construction and civil engineering work,United Kingdom-Birmingham: Works for complete or part construction and civil engineering work,419306-2021,17/08/2021,158,BIRMINGHAM,Highways England Company Limited,EN,UK,N - National or federal Agency/Office,-,12/08/2021,1 - Works,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45200000 - Works for complete or part construction and civil engineering work,UK,https://www.highwaysengland.co.uk,Public procurement Directive 2014/24/EU,,52.4796992,-1.9026911,352985-2020,27/07/2020,,,,,,,,,,,,Highways England is seeking to appoint Contractors to deliver non-intrusive Pavement surveys. Further details can be found in the Information Memorandum.  ,B1 1RN,emma.townend@highwaysengland.co.uk,9000000.00,GBP,GBP,,,,,,,,,,
419305-2021,21-431820-001,45232141,Active,United Kingdom,Motherwell,Heating works,United Kingdom-Motherwell: Heating works,419305-2021,17/08/2021,158,MOTHERWELL,North Lanarkshire Council,EN,UK,3 - Regional or local authority,-,12/08/2021,1 - Works,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45232141 - Heating works,UKM84,http://www.northlanarkshire.gov.uk,Public procurement Directive 2014/24/EU,,55.7901843,-3.9920902,638040-2020,28/12/2020,08/02/2021,3 - Contract notice,North Lanarkshire Council,12896-2021,12/01/2021,08/02/2021,2 - Additional information,North Lanarkshire Council,419305-2021,17/08/2021,,"It is proposed that the scope of services comprise the following:a)	the removal and replacement of gas heating systems including boilers, radiators, pipework and associated works;b)	the removal and replacement of electric heating systems including storage heaters, cylinders and associated works; andc)	the removal and replacement of existing gas and electric heating systems with renewable heating systems (solar PV and air source heat pump systems and associated works).The total estimated Contract value is up to 34,000,000 GBP split over three lots as follows:Lot 1 – Gas Heating Replacement – total value up to 30,000,000 GBP (up to a maximum of 7,000,000 GBP per annum);Lot 2 – Electric Heating Replacement - total value up to 500,000 GBP (up to a maximum of 150,000 GBP per annum); andLot 3 – Renewable Heating Replacement - Solar PV and Air Source Heat Pumps systems - total value up to 3,500,000 GBP (up to a maximum of 850,000 GBP per annum).",ML1 1AB,corporateprocurement@northlan.gov.uk,34000000,GBP,GBP,,,,,,,,,,
419304-2021,21-431168-001,45421130,Active,United Kingdom,London,Installation of doors and windows,United Kingdom-London: Installation of doors and windows,419304-2021,17/08/2021,158,LONDON,London Borough of Havering (1738371),EN,UK,3 - Regional or local authority,-,12/08/2021,1 - Works,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"44221100 - Windows44221200 - Doors45262660 - Asbestos-removal work51700000 - Installation services of fire protection equipment45421130 - Installation of doors and windows45421131 - Installation of doors44221120 - French windows45300000 - Building installation work45343000 - Fire-prevention installation works44221220 - Fire doors44221000 - Windows, doors and related items45421100 - Installation of doors and windows and related components",UKI52,https://www.havering.gov.uk/,Public procurement Directive 2014/24/EU,,51.5073219,-0.1276474,506245-2020,23/10/2020,18/11/2020,3 - Contract notice,London Borough of Havering,419304-2021,17/08/2021,,,,,,,"The London Borough of Havering (""LBH"") sought expressions of interest from suitably skilled and experienced contractors for the delivery of its 5-year door and window replacement programme.  The programme includes the installation of replacement fire doors. Works will be delivered via fixed cost, SOR and quotation pricing pricing under a JCT Measured Term Contract (as amended) for a maximum of five years (3 + 1 + 1).LBH followed a two-stage Restricted procurement procedure in accordance with the Public Contracts Regulations 2015 in order to procure the new contract.Full details of this opportunity and the requirements were included in the procurement and contract documents available to download from the portal.",RM1 3BB,fiona@echelonconsultancy.co.uk,10761754.45,GBP,GBP,,,,,,,,,,
417209-2021,21-429026-001,50630000,Active,United Kingdom,Telford,Repair and maintenance services of military vehicles,United Kingdom-Telford: Repair and maintenance services of military vehicles,417209-2021,16/08/2021,157,TELFORD,Babcock Land Defence Limited (03851260),EN,UK,1 - Ministry or any other national or federal authority,-,11/08/2021,4 - Services,Z - Not specified,7 - Contract award notice,Z - Not specified,9 - Not applicable,Z - Not specified,50630000 - Repair and maintenance services of military vehicles,UKG21,http://www.dcocontracts.mod.uk,Defence Directive 2009/81/EC,,52.6780419,-2.4514273,81842-2020,18/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
417208-2021,21-429826-001,60000000,Active,United Kingdom,Ipswich,Transport services (excl. Waste transport),United Kingdom-Ipswich: Transport services (excl. Waste transport),417208-2021,16/08/2021,157,IPSWICH,Suffolk County Council,EN,UK,3 - Regional or local authority,-,11/08/2021,4 - Services,V - Contract award without prior publication,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,60000000 - Transport services (excl. Waste transport),UKH14,www.suffolksourcing.uk,Public procurement Directive 2014/24/EU,,52.0579495,1.1526345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417207-2021,21-429256-001,60000000,Active,United Kingdom,Ipswich,Transport services (excl. Waste transport),United Kingdom-Ipswich: Transport services (excl. Waste transport),417207-2021,16/08/2021,157,IPSWICH,Suffolk County Council,EN,UK,3 - Regional or local authority,-,11/08/2021,4 - Services,V - Contract award without prior publication,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,60000000 - Transport services (excl. Waste transport),UKH14,www.suffolksourcing.uk,Public procurement Directive 2014/24/EU,,52.0579495,1.1526345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417206-2021,21-429252-001,85141000,Active,United Kingdom,London,Services provided by medical personnel,United Kingdom-London: Services provided by medical personnel,417206-2021,16/08/2021,157,LONDON,"The Foreign, Commonwealth and Development Office",EN,UK,1 - Ministry or any other national or federal authority,-,11/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,85141000 - Services provided by medical personnel,UK,https://www.gov.uk/government/organisations/foreign-commonwealth-development-office,Public procurement Directive 2014/24/EU,,51.5073219,-0.1276474,85891-2019,22/02/2019,12/03/2019,3 - Contract notice,Foreign and Commonwealth Office,417206-2021,16/08/2021,,,,,,,The Wellbeing Check-in program will provide all front line consular staff with quarterly 50 minute sessions with an external professional to discuss the impact of their work on their wellbeing and how to manage this. We will require a supplier who can provide this service in the UK and internationally. These check-in sessions will be rolled-out across the consular network in two phases ,SW1A 2AH,Nadeem.ilyas@fcdo.govuk,624000.00,GBP,GBP,,,,,,,,,,
417205-2021,21-428947-001,71600000,Active,United Kingdom,St Asaph,"Technical testing, analysis and consultancy services","United Kingdom-St Asaph: Technical testing, analysis and consultancy services",417205-2021,16/08/2021,157,ST ASAPH,NHS Wales Shared Services Partnership,EN,UK,6 - Body governed by public law,-,11/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,"45232430 - Water-treatment work39370000 - Water installations90733000 - Services related to water pollution71600000 - Technical testing, analysis and consultancy services",UKL11UKL12UKL13UKL23,http://www.procurement.wales.nhs.uk,Public procurement Directive 2014/24/EU,,53.2575614,-3.4438607,595056-2019,16/12/2019,20/01/2020,3 - Contract notice,NHS Wales Shared Services Partnership,417205-2021,16/08/2021,,,,,,,Betsi Cadwaladr University Health Board requires a contractor for provision of water hygiene compliance services in accordance with the relevant standards as outlined in the specification.,LL17 0JL,emma.everett@wales.nhs.uk,1582012.00,GBP,GBP,,,,,,,,,,
417204-2021,21-428955-001,60112000,Active,United Kingdom,Cardiff,Public road transport services,United Kingdom-Cardiff: Public road transport services,417204-2021,16/08/2021,157,CARDIFF,NHS Wales Shared Services Partnership,EN,UK,6 - Body governed by public law,-,11/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,60112000 - Public road transport services,UKL13,http://www.procurement.wales.nhs.uk,Public procurement Directive 2014/24/EU,,51.4816546,-3.1791934,78696-2020,17/02/2020,16/03/2020,3 - Contract notice,NHS Wales Shared Services Partnership,417204-2021,16/08/2021,,,,,,,,,,,,,,,,,,,,,,
417203-2021,21-428782-001,60000000,Active,United Kingdom,Ipswich,Transport services (excl. Waste transport),United Kingdom-Ipswich: Transport services (excl. Waste transport),417203-2021,16/08/2021,157,IPSWICH,Suffolk County Council,EN,UK,3 - Regional or local authority,-,11/08/2021,4 - Services,V - Contract award without prior publication,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,60000000 - Transport services (excl. Waste transport),UKH14,www.suffolksourcing.uk,Public procurement Directive 2014/24/EU,,52.0579495,1.1526345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417202-2021,21-428359-001,71318100,Active,United Kingdom,St Asaph,Artificial and natural lighting engineering services for buildings,United Kingdom-St Asaph: Artificial and natural lighting engineering services for buildings,417202-2021,16/08/2021,157,ST ASAPH,NHS Wales Shared Services Partnership,EN,UK,6 - Body governed by public law,-,11/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,31527260 - Lighting systems71318100 - Artificial and natural lighting engineering services for buildings31518300 - Rooflights31524120 - Ceiling lights31500000 - Lighting equipment and electric lamps50232000 - Maintenance services of public-lighting installations and traffic lights,UKL13,http://www.procurement.wales.nhs.uk,Public procurement Directive 2014/24/EU,,53.2575614,-3.4438607,615608-2020,18/12/2020,22/01/2021,3 - Contract notice,NHS Wales Shared Services Partnership,417202-2021,16/08/2021,,,,,,,"Betsi Cadwaladr University Health Board requires a contractor for works to the Dali Lighting system installed at Ysbyty Glan Clwyd. This work is formed of several parts as follows:Part A – Repairs of Identified FaultsPart B – Ongoing Servicing and MaintenancePart C – Optional AdditionsPart D – Optional Pathology Equipment ReplacementPlease note: Part B is for a servicing and maintenance contract for an initial period of three (3) years. The Health Board then reserve the right to extend this by a further two (2) years, to be awarded in one (1) year increments, subject to satisfactory performance. These two (2) extension periods are optional and are not guaranteed.Please note: Part C and Part D are optional additions and may be awarded at the Health Board’s discretion, subject to funding availability. These works are not guaranteed.The full specification & tender documents outlining the works are attached within Bravo.",LL17 0JL,emma.everett@wales.nhs.uk,95150.75,GBP,GBP,,,,,,,,,,
